state,account_length,area_code,intl_plan,voicemail_plan,no_of_vmail_msgs,total_day_mins,total_day_calls,total_day_charge,total_eve_mins,total_eve_calls,total_eve_charge,total_night_mins,total_night_calls,total_night_charge,total_intl_mins,total_intl_calls,total_intl_charge,customer_service_calls,churn,total_usage_mins,day_ratio,eve_ratio,night_ratio,intl_ratio,custserv_per_month,active_vmail,avg_cost_per_min
KY,76,415,0,0,0,204.0,69,34.68,225.1,110,19.13,240.3,85,10.81,9.6,5,2.59,1,0,679.0000000000001,0.300441826215022,0.3315169366715758,0.3539027982326951,0.014138438880706919,0.39473684210526316,0,0.17
NJ,87,510,0,0,0,223.2,109,37.94,127.5,86,10.84,289.3,83,13.02,14.5,4,3.92,3,0,654.5,0.3410236822001528,0.19480519480519481,0.4420168067226891,0.02215431627196333,1.0344827586206897,0,0.1699820788530466
IL,117,408,0,0,0,119.0,82,20.23,187.5,108,15.94,189.3,97,8.52,11.5,3,3.11,1,0,507.3,0.234575202050069,0.36960378474275574,0.3731519810762862,0.02266903213088902,0.25641025641025644,0,0.17
WA,177,415,0,0,0,266.1,91,45.24,225.2,79,19.14,224.7,58,10.11,8.9,8,2.4,3,1,724.9,0.3670851151883019,0.3106635397985929,0.30997378948820525,0.012277555524899987,0.5084745762711864,0,0.17001127395715895
WV,95,415,0,0,0,134.4,104,22.85,152.4,95,12.95,236.5,80,10.64,9.4,3,2.54,1,0,532.6999999999999,0.252299605781866,0.2860897315562231,0.443964708090858,0.017645954571053127,0.31578947368421056,0,0.17001488095238096
RI,76,415,0,0,0,171.1,78,29.09,257.2,83,21.86,91.6,92,4.12,16.2,3,4.37,1,0,536.1,0.31915687371759,0.4797612385748927,0.17086364484238015,0.0302182428651371,0.39473684210526316,0,0.17001753360607832
OH,66,415,0,0,0,170.5,103,28.99,254.3,77,21.62,197.3,138,8.88,10.5,2,2.84,2,0,632.6,0.2695226051217199,0.4019917799557382,0.3118874486247234,0.016598166297818528,0.9090909090909091,0,0.17002932551319647
MO,110,415,0,0,0,178.5,124,30.35,146.9,141,12.49,217.1,102,9.77,9.9,7,2.67,1,0,552.4,0.3231354091238233,0.2659304851556843,0.3930123099203476,0.017921795800144823,0.27272727272727276,0,0.1700280112044818
MD,204,510,0,0,0,205.2,145,34.88,154.8,95,13.16,191.4,77,8.61,14.1,5,3.81,3,0,565.5,0.3628647214854111,0.2737400530503979,0.3384615384615385,0.02493368700265252,0.4411764705882353,0,0.16998050682261212
OH,32,415,0,1,31,232.8,97,39.58,183.5,111,15.6,206.8,111,9.31,13.0,2,3.51,0,0,636.1,0.36598019179374314,0.28847665461405436,0.32510611539066187,0.020437038201540636,0.0,1,0.17001718213058417
VA,133,408,0,1,39,239.9,107,40.78,253.8,77,21.57,128.7,85,5.79,6.7,3,1.81,5,0,629.1000000000001,0.3813384199650293,0.4034334763948497,0.20457796852646631,0.010650135113654424,1.1278195488721805,1,0.16998749478949562
FL,185,408,0,0,0,55.6,97,9.45,288.7,83,24.54,111.2,110,5.0,12.1,3,3.27,2,0,467.6,0.11890504704875962,0.6174080410607357,0.23781009409751924,0.025876817792985455,0.3243243243243243,0,0.1699640287769784
CO,103,415,0,1,37,153.5,78,26.1,241.9,108,20.56,244.7,110,11.01,10.6,3,2.86,1,0,650.6999999999999,0.23589980021515294,0.37175349623482407,0.376056554479791,0.01629014907023206,0.29126213592233013,1,0.1700325732899023
NY,91,510,0,0,0,109.8,100,18.67,189.6,104,16.12,206.7,85,9.3,11.1,3,3.0,1,0,517.1999999999999,0.2122969837587007,0.3665893271461717,0.39965197215777265,0.02146171693735499,0.32967032967032966,0,0.17003642987249545
WV,131,415,0,0,0,196.1,89,33.34,185.5,87,15.77,250.0,132,11.25,5.2,6,1.4,2,0,636.8000000000001,0.30794597989949746,0.2913002512562814,0.3925879396984924,0.008165829145728642,0.45801526717557256,0,0.17001529831718512
LA,153,510,0,0,0,166.8,127,28.36,143.5,121,12.2,210.7,130,9.48,11.8,4,3.19,0,0,532.8,0.3130630630630631,0.26933183183183185,0.39545795795795796,0.02214714714714715,0.0,0,0.1700239808153477
MA,132,415,0,1,25,113.2,96,19.24,269.9,107,22.94,229.1,87,10.31,7.1,7,1.92,2,0,619.3,0.18278701760051674,0.43581462942031324,0.3699337962215405,0.011464556757629581,0.45454545454545453,1,0.16996466431095406
UT,148,510,0,0,0,203.0,92,34.51,150.9,125,12.83,245.5,131,11.05,14.6,9,3.94,1,0,614.0,0.3306188925081433,0.2457654723127036,0.3998371335504886,0.023778501628664496,0.2027027027027027,0,0.16999999999999998
AL,141,408,0,0,0,242.8,90,41.28,234.1,80,19.9,211.5,104,9.52,6.0,3,1.62,5,0,694.4,0.3496543778801844,0.3371255760368664,0.3045794930875576,0.008640552995391706,1.0638297872340425,0,0.1700164744645799
ME,105,415,0,0,0,156.5,102,26.61,140.2,134,11.92,227.4,111,10.23,12.2,2,3.29,2,0,536.3000000000001,0.29181428305053136,0.26142084654111497,0.424016408726459,0.02274846168189446,0.5714285714285714,0,0.17003194888178913
TX,169,408,0,0,0,266.7,105,45.34,158.2,88,13.45,287.7,111,12.95,13.8,3,3.73,3,1,726.3999999999999,0.3671530837004406,0.21778634361233482,0.3960627753303965,0.0189977973568282,0.5325443786982248,0,0.17000374953130862
ND,127,415,0,1,23,182.0,80,30.94,216.1,85,18.37,156.9,82,7.06,9.8,4,2.65,1,0,564.8,0.32223796033994334,0.3826133144475921,0.2777974504249292,0.017351274787535412,0.23622047244094488,1,0.17
CO,57,415,0,0,0,85.9,92,14.6,193.9,127,16.48,231.5,93,10.42,10.1,2,2.73,0,0,521.4,0.1647487533563483,0.3718833908707327,0.4439969313387035,0.019370924434215574,0.0,0,0.169965075669383
LA,123,415,0,1,33,146.6,87,24.92,114.8,59,9.76,220.4,99,9.92,2.9,7,0.78,0,0,484.69999999999993,0.30245512688260784,0.23684753455745824,0.4547142562409739,0.005983082318960182,0.0,1,0.16998635743519783
MT,103,510,0,1,35,110.5,101,18.79,208.3,81,17.71,87.4,77,3.93,13.9,2,3.75,4,1,420.1,0.26303261128302785,0.49583432516067605,0.20804570340395145,0.03308736015234468,1.1650485436893205,1,0.17004524886877828
OR,101,415,0,0,0,118.6,89,20.16,199.6,97,16.97,53.3,61,2.4,11.5,5,3.11,1,0,383.0,0.30966057441253264,0.5211488250652742,0.13916449086161878,0.030026109660574413,0.297029702970297,0,0.1699831365935919
NH,123,415,0,1,22,197.6,105,33.59,80.0,86,6.8,120.8,82,5.44,15.6,12,4.21,2,0,414.00000000000006,0.4772946859903381,0.19323671497584538,0.29178743961352654,0.03768115942028985,0.48780487804878053,1,0.16998987854251013
NE,78,510,0,1,32,210.3,116,35.75,192.2,83,16.34,246.1,92,11.07,10.8,4,2.92,6,0,659.4,0.318926296633303,0.29147710039429786,0.3732180770397331,0.01637852593266606,2.3076923076923075,1,0.16999524488825488
WV,101,415,0,1,28,220.3,96,37.45,285.8,72,24.29,203.0,111,9.14,9.4,6,2.54,4,0,718.5,0.30661099512874046,0.3977731384829506,0.2825330549756437,0.013082811412665275,1.188118811881188,1,0.16999546073536087
NV,129,415,0,0,0,150.0,98,25.5,232.4,101,19.75,261.2,123,11.75,12.5,6,3.38,1,0,656.0999999999999,0.2286236854138089,0.3542142966011279,0.3981100442005792,0.019051973784484075,0.23255813953488372,0,0.17
MA,67,415,0,1,34,161.7,114,27.49,207.6,115,17.65,205.7,114,9.26,9.2,4,2.48,0,0,584.2,0.27678877096884624,0.3553577541937692,0.35210544334132143,0.01574803149606299,0.0,1,0.1700061842918986
MI,37,415,0,0,0,191.4,116,32.54,167.4,99,14.23,216.5,112,9.74,14.0,5,3.78,3,0,589.3,0.32479212625148485,0.28406584082810116,0.36738503309010695,0.023756999830307147,2.4324324324324325,0,0.17001044932079415
KY,64,415,1,0,0,146.7,83,24.94,148.3,91,12.61,238.6,69,10.74,12.5,3,3.38,3,0,546.1,0.26863211865958614,0.27156198498443507,0.43691631569309647,0.022889580662882256,1.40625,0,0.17000681663258352
WV,173,510,0,0,0,109.4,103,18.6,101.3,111,8.61,167.3,106,7.53,7.8,7,2.11,1,0,385.8,0.2835666148263349,0.2625712804561949,0.4336443753240021,0.020217729393468116,0.17341040462427745,0,0.170018281535649
KY,135,510,0,0,0,144.1,115,24.5,249.8,68,21.23,211.4,82,9.51,13.6,3,3.67,1,0,618.9,0.23283244465988043,0.40361932460817584,0.3415737598965907,0.021974470835353047,0.2222222222222222,0,0.17002081887578072
NJ,75,415,0,1,42,248.9,93,42.31,170.8,108,14.52,104.5,91,4.7,11.2,8,3.02,1,0,535.4000000000001,0.4648860664923421,0.31901382144191254,0.19518117295480011,0.020918939110945084,0.4,1,0.16998794696665329
ME,88,415,0,0,0,85.7,112,14.57,221.6,70,18.84,190.6,75,8.58,11.6,3,3.13,4,1,509.5,0.16820412168792934,0.4349362119725221,0.37409224730127577,0.022767419038272816,1.3636363636363638,0,0.17001166861143524
TX,112,415,0,0,0,214.8,112,36.52,209.7,104,17.82,164.4,97,7.4,9.4,5,2.54,3,0,598.3,0.35901721544375736,0.3504930636804279,0.2747785391943841,0.015711181681430722,0.8035714285714286,0,0.17001862197392925
MN,113,408,0,0,0,158.9,137,27.01,242.8,109,20.64,247.8,97,11.15,6.5,4,1.76,0,0,656.0,0.24222560975609758,0.3701219512195122,0.3777439024390244,0.009908536585365854,0.0,0,0.16998112020138453
VA,121,510,0,1,28,110.0,94,18.7,141.5,76,12.03,237.3,87,10.68,6.4,3,1.73,2,0,495.2,0.22213247172859452,0.2857431340872375,0.47920032310177707,0.012924071082390954,0.49586776859504134,1,0.16999999999999998
DC,70,415,0,0,0,152.8,145,25.98,183.6,102,15.61,151.8,75,6.83,10.5,2,2.84,1,0,498.7,0.30639663124122724,0.3681572087427311,0.3043914176859836,0.021054742330058152,0.42857142857142855,0,0.1700261780104712
MD,90,415,0,0,0,145.6,103,24.75,197.1,137,16.75,294.5,83,13.25,10.5,4,2.84,0,0,647.7,0.2247954299830168,0.30430754979157015,0.45468581133240693,0.01621120889300602,0.0,0,0.16998626373626374
RI,39,408,0,0,0,93.3,83,15.86,199.6,114,16.97,206.2,104,9.28,6.5,4,1.76,0,0,505.59999999999997,0.18453322784810128,0.3947784810126582,0.40783227848101267,0.012856012658227849,0.0,0,0.16998928188638798
MA,142,408,0,0,0,216.8,134,36.86,187.8,106,15.96,138.1,108,6.21,8.3,2,2.24,0,0,551.0,0.3934664246823957,0.34083484573502726,0.25063520871143374,0.015063520871143377,0.0,0,0.17001845018450185
MD,176,408,0,0,0,201.9,101,34.32,154.7,78,13.15,164.4,79,7.4,9.0,2,2.43,1,0,530.0,0.3809433962264151,0.29188679245283017,0.31018867924528304,0.016981132075471698,0.17045454545454547,0,0.1699851411589896
NM,105,408,0,0,0,146.4,81,24.89,225.1,80,19.13,230.1,117,10.35,8.5,2,2.3,1,0,610.1,0.2399606621865268,0.36895590886739876,0.3771512866743157,0.013932142271758728,0.2857142857142857,0,0.17001366120218578
MN,57,415,0,0,0,272.7,74,46.36,224.9,85,19.12,178.2,104,8.02,10.5,3,2.84,2,1,686.3,0.3973480984991986,0.3276992568847443,0.25965321288066445,0.015299431735392686,1.0526315789473684,0,0.17000366703337
MI,110,510,0,0,0,18.9,92,3.21,258.4,81,21.96,109.6,74,4.93,14.8,4,4.0,1,0,401.7,0.04705003734129948,0.6432661189942743,0.272840428180234,0.036843415484192184,0.27272727272727276,0,0.16984126984126985
AZ,88,415,0,0,0,172.8,81,29.38,193.4,90,16.44,89.6,107,4.03,12.8,5,3.46,2,0,468.6000000000001,0.3687580025608194,0.41271873666239856,0.1912078531796841,0.027315407597097736,0.6818181818181819,0,0.17002314814814812
AL,95,408,0,0,0,190.2,119,32.33,157.1,70,13.35,181.5,120,8.17,14.0,6,3.78,0,0,542.8,0.35040530582166546,0.28942520265291083,0.33437730287398676,0.025792188651436995,0.0,0,0.1699789695057834
MI,147,415,0,0,0,130.6,83,22.2,208.1,144,17.69,204.6,72,9.21,15.6,3,4.21,3,0,558.9,0.23367328681338342,0.3723385220969762,0.36607622114868493,0.027911969940955447,0.6122448979591836,0,0.16998468606431852
SC,101,415,0,0,0,158.4,92,26.93,188.0,117,15.98,219.7,125,9.89,13.5,4,3.65,4,1,579.5999999999999,0.2732919254658386,0.32436162870945484,0.3790545203588682,0.02329192546583851,1.188118811881188,0,0.17001262626262625
MS,115,415,0,0,0,166.5,111,28.31,236.2,98,20.08,205.6,92,9.25,15.6,2,4.21,1,0,623.9,0.26686969065555377,0.37858631190895975,0.3295399903830742,0.025004007052412246,0.2608695652173913,0,0.17003003003003003
MS,103,415,0,0,0,129.3,103,21.98,202.8,89,17.24,233.0,126,10.49,12.9,2,3.48,2,0,578.0,0.22370242214532873,0.35086505190311423,0.4031141868512111,0.022318339100346023,0.5825242718446603,0,0.16999226604795048
CA,82,415,0,0,0,199.3,112,33.88,193.4,120,16.44,254.4,117,11.45,7.0,10,1.89,0,0,654.1,0.3046934719461856,0.2956734444274576,0.38893135606176427,0.01070172756459257,0.0,0,0.16999498243853486
MD,141,415,0,0,0,185.1,126,31.47,233.0,98,19.81,152.2,106,6.85,9.1,7,2.46,0,0,579.4,0.31946841560234723,0.402140144977563,0.26268553676216777,0.01570590265792199,0.0,0,0.1700162074554295
ND,149,408,0,0,0,175.4,80,29.82,197.4,127,16.78,188.2,102,8.47,9.7,2,2.62,2,0,570.7,0.30734186087261256,0.3458910110390748,0.3297704573330997,0.016996670755212894,0.40268456375838924,0,0.17001140250855187
IL,131,510,0,0,0,263.4,123,44.78,151.9,74,12.91,218.5,101,9.83,10.7,2,2.89,2,0,644.5,0.40868890612878195,0.2356865787432118,0.33902249806051205,0.01660201706749418,0.45801526717557256,0,0.17000759301442675
SD,119,510,0,0,0,94.2,108,16.01,264.1,100,22.45,203.7,79,9.17,7.3,3,1.97,1,0,569.3,0.165466362199192,0.4639030388196031,0.3578078341823292,0.012822764798875813,0.25210084033613445,0,0.1699575371549894
AL,112,510,0,0,0,189.4,83,32.2,219.0,89,18.62,168.0,116,7.56,7.1,8,1.92,3,0,583.5,0.3245929734361611,0.37532133676092544,0.2879177377892031,0.012167952013710367,0.8035714285714286,0,0.17001055966209083
NV,116,510,0,1,35,118.0,103,20.06,167.2,106,14.21,205.7,102,9.26,11.8,2,3.19,2,0,502.7,0.23473244479809033,0.33260393873085337,0.40919037199124725,0.023473244479809034,0.5172413793103449,1,0.16999999999999998
LA,94,415,0,0,0,212.1,98,36.06,189.4,89,16.1,352.2,95,15.85,8.4,5,2.27,3,0,762.1,0.2783099330796483,0.24852381577220836,0.4621440755806324,0.011022175567510825,0.9574468085106383,0,0.17001414427157002
VA,90,408,0,0,0,222.0,93,37.74,187.0,103,15.9,282.3,124,12.7,12.4,6,3.35,2,0,703.6999999999999,0.31547534460707694,0.2657382407275828,0.4011652692908911,0.01762114537444934,0.6666666666666666,0,0.17
DE,114,415,0,1,31,222.8,98,37.88,180.5,105,15.34,151.3,101,6.81,13.0,4,3.51,0,0,567.6,0.39252995066948554,0.3180056377730796,0.2665609584214235,0.022903453136011276,0.0,1,0.17001795332136446
CT,63,408,0,1,25,190.0,137,32.3,116.6,76,9.91,141.5,110,6.37,12.2,2,3.29,1,0,460.3,0.4127742776450141,0.25331305670215076,0.3074082120356289,0.02650445361720617,0.47619047619047616,1,0.16999999999999998
CO,130,408,0,0,0,271.8,129,46.21,237.2,128,20.16,210.1,91,9.45,8.7,2,2.35,4,1,727.8000000000001,0.37345424567188784,0.32591371255839513,0.2886782082989832,0.011953833470733716,0.9230769230769231,0,0.1700147167034584
MA,122,408,0,1,29,195.4,83,33.22,268.2,93,22.8,168.0,95,7.56,8.4,6,2.27,3,0,640.0,0.3053125,0.4190625,0.2625,0.013125000000000001,0.7377049180327869,1,0.17001023541453428
OR,166,510,0,0,0,199.6,93,33.93,214.3,99,18.22,196.8,110,8.86,7.2,5,1.94,3,0,617.9000000000001,0.32302961644279005,0.3468198737659815,0.3184981388574203,0.011652370933808057,0.5421686746987951,0,0.16998997995991985
WA,62,415,0,0,0,100.0,98,17.0,173.5,95,14.75,218.0,122,9.81,10.1,4,2.73,0,0,501.6,0.19936204146730463,0.34589314194577353,0.43460925039872406,0.020135566188197767,0.0,0,0.17
SC,78,415,0,1,21,160.6,85,27.3,223.1,79,18.96,124.0,92,5.58,9.5,1,2.57,2,0,517.2,0.3105181747873163,0.43136117556071146,0.23975251353441607,0.01836813611755607,0.7692307692307692,1,0.16998754669987548
IN,148,415,0,1,26,158.7,91,26.98,160.5,127,13.64,218.3,88,9.82,9.9,3,2.67,1,0,547.4,0.2899159663865546,0.29320423821702596,0.39879430032882723,0.018085495067592255,0.2027027027027027,1,0.17000630119722748
MD,154,510,0,0,0,154.5,122,26.27,214.2,71,18.21,178.0,105,8.01,12.0,2,3.24,3,1,558.7,0.276534812958654,0.38339001252908533,0.318596742437802,0.021478432074458563,0.5844155844155844,0,0.17003236245954692
NV,110,408,0,1,34,192.3,114,32.69,129.3,114,10.99,136.3,102,6.13,6.3,12,1.7,1,0,464.20000000000005,0.41426109435588104,0.27854373115036624,0.2936234381732012,0.013571736320551486,0.27272727272727276,1,0.16999479979199167
TX,75,415,0,0,0,305.1,106,51.87,188.0,115,15.98,235.4,116,10.59,8.5,5,2.3,0,1,737.0,0.41397557666214385,0.25508819538670285,0.3194029850746269,0.011533242876526458,0.0,0,0.17000983284169122
ND,84,408,0,1,38,193.0,106,32.81,153.6,106,13.06,260.4,87,11.72,7.4,5,2.0,2,0,614.4,0.3141276041666667,0.25,0.423828125,0.012044270833333334,0.7142857142857143,1,0.17
WV,113,510,0,0,0,72.5,88,12.33,204.0,112,17.34,117.9,118,5.31,6.6,3,1.78,1,0,401.0,0.18079800498753118,0.5087281795511222,0.2940149625935162,0.01645885286783042,0.26548672566371684,0,0.17006896551724138
CO,181,510,0,1,40,105.2,61,17.88,341.3,79,29.01,165.7,97,7.46,6.3,3,1.7,2,0,618.5,0.17008892481810833,0.5518189167340339,0.26790622473726755,0.010185933710590137,0.3314917127071823,1,0.16996197718631179
TX,51,415,0,0,0,180.5,88,30.69,134.7,102,11.45,170.7,97,7.68,10.0,3,2.7,2,0,495.9,0.36398467432950193,0.2716273442226255,0.3442226255293406,0.02016535591853196,1.1764705882352942,0,0.17002770083102495
FL,102,408,0,1,29,214.7,86,36.5,314.3,109,26.72,280.2,110,12.61,14.3,2,3.86,0,0,823.5,0.26071645415907707,0.3816636308439587,0.3402550091074681,0.017364905889496053,0.0,1,0.17000465766185377
AL,107,408,0,0,0,86.8,95,14.76,108.1,85,9.19,204.3,87,9.19,13.2,3,3.56,1,0,412.4,0.21047526673132883,0.26212415130940836,0.4953928225024249,0.03200775945683802,0.2803738317757009,0,0.17004608294930876
WV,88,510,0,0,0,131.5,99,22.36,174.8,128,14.86,184.2,83,8.29,7.9,2,2.13,5,1,498.4,0.2638443017656501,0.35072231139646876,0.36958266452648475,0.01585072231139647,1.7045454545454546,0,0.1700380228136882
MI,82,415,0,0,0,135.4,102,23.02,237.1,122,20.15,118.3,91,5.32,17.5,4,4.73,0,0,508.3,0.26637812315561676,0.46645681684044854,0.23273657289002556,0.034428487113909105,0.0,0,0.17001477104874446
NY,204,415,0,0,0,174.3,85,29.63,254.1,95,21.6,176.4,96,7.94,5.9,3,1.59,6,0,610.6999999999999,0.2854101850335681,0.41607990830194863,0.28884886196168336,0.009661044702800067,0.8823529411764706,0,0.1699942627653471
MS,130,510,0,0,0,203.9,63,34.66,191.8,93,16.3,132.5,125,5.96,12.1,4,3.27,3,0,540.3000000000001,0.3773829354062557,0.35498796964649265,0.2452341291874884,0.022394965759763092,0.6923076923076924,0,0.16998528690534573
MO,174,510,0,0,0,235.5,108,40.04,142.3,143,12.1,316.7,131,14.25,12.5,5,3.38,0,0,707.0,0.3330975954738331,0.2012729844413013,0.44794908062234795,0.01768033946251768,0.0,0,0.1700212314225053
AR,129,415,0,0,0,157.0,113,26.69,256.9,97,21.84,185.5,126,8.35,12.1,2,3.27,2,0,611.5,0.25674570727718726,0.4201144726083401,0.30335241210139,0.019787408013082583,0.46511627906976744,0,0.17
MS,190,415,1,0,0,111.9,55,19.02,223.0,124,18.96,243.2,81,10.94,10.0,7,2.7,3,0,588.0999999999999,0.1902737629654821,0.3791872130590036,0.41353511307600754,0.01700391089950689,0.4736842105263158,0,0.16997319034852545
NY,54,510,1,0,0,236.3,91,40.17,152.8,130,12.99,160.3,98,7.21,11.2,8,3.02,3,0,560.6000000000001,0.42151266500178375,0.2725651088119871,0.28594363182304666,0.0199785943631823,1.6666666666666665,0,0.16999576809140923
SD,78,408,0,0,0,163.6,88,27.81,283.4,93,24.09,262.1,108,11.79,8.6,9,2.32,0,0,717.7,0.2279503971018531,0.3948725094050438,0.36519437090706425,0.011982722586038734,0.0,0,0.1699877750611247
AK,100,415,0,1,29,213.6,127,36.31,175.9,82,14.95,207.2,100,9.32,8.9,3,2.4,1,0,605.6,0.35270805812417433,0.2904557463672391,0.34214002642007924,0.014696169088507266,0.3,1,0.16999063670411987
WV,70,510,0,1,30,143.4,72,24.38,170.0,92,14.45,127.9,68,5.76,9.4,4,2.54,3,0,450.69999999999993,0.3181717328599956,0.3771910361659641,0.2837807854448636,0.02085644552917684,1.2857142857142856,1,0.1700139470013947
SC,111,510,0,0,0,78.3,119,13.31,198.2,94,16.85,248.5,94,11.18,12.1,4,3.27,1,0,537.1,0.14578290821076148,0.36901880469186366,0.46266989387451124,0.022528393222863523,0.27027027027027023,0,0.1699872286079183
VA,117,408,0,0,0,97.1,98,16.51,228.0,131,19.38,240.0,111,10.8,10.6,3,2.86,1,0,575.7,0.16866423484453708,0.396039603960396,0.4168837936425221,0.018412367552544728,0.25641025641025644,0,0.17003089598352217
MS,68,415,0,0,0,94.1,93,16.0,147.6,80,12.55,213.5,85,9.61,10.1,2,2.73,0,0,465.3,0.20223511712873413,0.31721470019342357,0.4588437567160971,0.02170642596174511,0.0,0,0.17003188097768332
SD,27,510,0,0,0,226.3,95,38.47,274.3,109,23.32,242.7,119,10.92,8.2,3,2.21,2,1,751.5,0.30113107119095145,0.3650033266799734,0.32295409181636725,0.010911510312707916,2.2222222222222223,0,0.16999558108705257
MN,91,415,0,0,0,133.8,61,22.75,158.8,96,13.5,189.6,92,8.53,10.5,2,2.84,1,0,492.70000000000005,0.27156484676273596,0.3223056626750558,0.38481834787903385,0.021311142683174345,0.32967032967032966,0,0.1700298953662182
AL,181,415,0,1,27,190.3,93,32.35,249.0,127,21.17,215.7,82,9.71,10.6,4,2.86,1,0,665.6,0.2859074519230769,0.37409855769230765,0.3240685096153846,0.015925480769230768,0.16574585635359115,1,0.1699947451392538
CO,118,415,0,1,36,294.9,106,50.13,165.7,115,14.08,189.2,63,8.51,9.8,5,2.65,3,0,659.5999999999999,0.44708914493632507,0.2512128562765312,0.2868405093996362,0.014857489387507583,0.7627118644067797,1,0.16998982706002036
ME,112,415,0,0,0,185.4,114,31.52,191.4,119,16.27,144.0,78,6.48,10.0,11,2.7,2,0,530.8,0.3492840994724944,0.3605877920120573,0.2712886209495102,0.018839487565938208,0.5357142857142857,0,0.17001078748651563
GA,93,415,0,0,0,179.5,121,30.52,191.9,131,16.31,165.5,125,7.45,12.0,4,3.24,0,0,548.9,0.3270176717070505,0.34960830752413924,0.30151211513936965,0.021861905629440702,0.0,0,0.17002785515320334
AZ,102,408,0,0,0,158.0,94,26.86,207.9,100,17.67,190.4,120,8.57,10.1,10,2.73,0,0,566.4,0.278954802259887,0.36705508474576276,0.3361581920903955,0.0178319209039548,0.0,0,0.16999999999999998
MA,93,415,0,0,0,173.0,131,29.41,190.4,108,16.18,290.0,66,13.05,10.4,2,2.81,0,0,663.8,0.2606206688761675,0.28683338354926186,0.43687857788490514,0.015667369689665565,0.0,0,0.17
AZ,107,415,0,1,32,134.2,101,22.81,211.9,145,18.01,167.6,138,7.54,8.2,5,2.21,1,0,521.9000000000001,0.2571373826403525,0.4060164782525387,0.32113431691894995,0.01571182218815865,0.2803738317757009,1,0.16997019374068556
IN,100,415,0,1,32,125.2,123,21.28,230.9,101,19.63,192.0,106,8.64,12.6,9,3.4,3,0,560.7,0.22329231317995363,0.4118066702336365,0.3424291064740503,0.022471910112359546,0.8999999999999999,1,0.16996805111821087
DE,115,415,0,0,0,195.9,111,33.3,227.0,108,19.3,313.2,113,14.09,13.2,1,3.56,2,0,749.3,0.26144401441345255,0.30294941945816095,0.41799012411584147,0.01761644201254504,0.5217391304347826,0,0.16998468606431852
WI,63,510,0,1,13,214.2,61,36.41,181.2,88,15.4,174.0,68,7.83,10.3,2,2.78,0,0,579.6999999999999,0.36950146627565983,0.3125754700707263,0.30015525271692256,0.017767810936691397,0.0,1,0.1699813258636788
ME,57,415,0,0,0,221.1,101,37.59,236.7,65,20.12,252.3,137,11.35,9.5,1,2.57,0,0,719.5999999999999,0.30725403001667595,0.3289327404113397,0.3506114508060034,0.013201778765981102,0.0,0,0.17001356852103122
DC,119,408,0,1,26,132.0,100,22.44,173.3,121,14.73,203.5,108,9.16,11.6,5,3.13,1,0,520.4,0.2536510376633359,0.33301306687163723,0.3910453497309762,0.022290545734050732,0.25210084033613445,1,0.17
GA,73,408,0,0,0,157.6,92,26.79,198.3,87,16.86,364.9,106,16.42,9.1,4,2.46,1,0,729.9,0.21591998903959447,0.2716810521989314,0.4999314974654062,0.012467461296067954,0.4109589041095891,0,0.16998730964467004
HI,98,408,0,1,30,110.3,71,18.75,182.4,108,15.5,183.8,88,8.27,11.0,8,2.97,2,0,487.5,0.22625641025641025,0.37415384615384617,0.37702564102564107,0.022564102564102566,0.6122448979591837,1,0.16999093381686312
VA,139,415,1,0,0,161.5,121,27.46,192.9,137,16.4,168.3,96,7.57,11.2,13,3.02,0,0,533.9000000000001,0.30249110320284694,0.36130361490915897,0.3152275707061247,0.02097771118186926,0.0,0,0.170030959752322
NY,31,408,0,1,28,171.8,116,29.21,240.7,125,20.46,245.5,80,11.05,10.6,7,2.86,1,0,668.6,0.2569548309901286,0.3600059826503141,0.36718516302722104,0.015854023332336223,0.9677419354838709,1,0.170023282887078
PA,129,510,0,1,32,211.0,99,35.87,155.1,89,13.18,234.8,96,10.57,11.4,5,3.08,1,0,612.3000000000001,0.3446023191246121,0.2533072023517883,0.38347215417279107,0.018618324350808426,0.23255813953488372,1,0.16999999999999998
AR,115,415,0,0,0,139.3,89,23.68,192.3,95,16.35,151.0,75,6.8,9.3,3,2.51,7,1,491.90000000000003,0.2831876397641797,0.3909331164870909,0.3069729619841431,0.018906281764586298,1.826086956521739,0,0.16999282124910264
HI,108,415,0,0,0,291.6,99,49.57,221.1,93,18.79,229.2,110,10.31,14.0,9,3.78,2,1,755.9000000000001,0.385765312872073,0.2924990078052652,0.30321471094060054,0.018520968382061118,0.5555555555555556,0,0.16999314128943757
DE,139,408,0,0,0,139.0,110,23.63,132.9,93,11.3,272.0,120,12.24,12.1,1,3.27,0,0,556.0,0.25,0.2390287769784173,0.4892086330935252,0.021762589928057553,0.0,0,0.16999999999999998
WV,102,408,0,0,0,234.8,125,39.92,199.2,99,16.93,163.2,88,7.34,10.0,1,2.7,4,0,607.2,0.38669301712779974,0.3280632411067193,0.2687747035573122,0.01646903820816864,1.1764705882352942,0,0.17001703577512778
OK,149,408,0,0,0,187.6,83,31.89,201.4,81,17.12,264.2,79,11.89,8.8,1,2.38,1,0,662.0,0.28338368580060425,0.3042296072507553,0.39909365558912385,0.013293051359516618,0.20134228187919462,0,0.16998933901918978
